flight_id,ArrivalTerminal,baggageID,boardGate,checkinTable,DepartureTerminal,flight_arr_actual_date,flight_arr_actual_full,flight_arr_actual_time,flight_arr_actual_UTC,flight_arr_estimated_date,flight_arr_estimated_full,flight_arr_estimated_time,flight_arr_estimated_UTC,flight_arr_scheduled_date,flight_arr_scheduled_full,flight_arr_scheduled_time,flight_arr_scheduled_UTC,flight_dep_actual_date,flight_dep_actual_full,flight_dep_actual_time,flight_dep_actual_UTC,flight_dep_estimated_date,flight_dep_estimated_full,flight_dep_estimated_time,flight_dep_estimated_UTC,flight_dep_scheduled_date,flight_dep_scheduled_full,flight_dep_scheduled_time,flight_dep_scheduled_UTC,flight_map_flag,flightArr,flightCarrier,flightDate,flightDep,flightNumber,flightStatus,flightTDOWN_date,flightTDOWN_full,flightTDOWN_time,flightTDOWN_UTC,flightTKOFF_date,flightTKOFF_full,flightTKOFF_time,flightTKOFF_UTC,lastUpdatedCache,prev_arrivalstation,prev_ata,prev_atd,prev_carrierCode,prev_departurestation,prev_eta,prev_etd,prev_flightnumber,prev_legcode,prev_sta,prev_std,recordLocator,rego,utcFlightArrival,utcFlightDepart
AK6305_2025-04-21_LGK_KUL,2,2,,1-9,""" """,2025-06-01,2025-06-01 14:34:00,2:34 PM,2025-06-01 06:34:00,null,null,null,null,2025-06-01,2025-06-01 14:45:00,2:45 PM,2025-06-01 06:45:00,2025-06-01,2025-06-01 13:21:00,1:21 PM,2025-06-01 05:21:00,null,null,null,null,2025-06-01,2025-06-01 13:35:00,1:35 PM,2025-06-01 05:35:00,False,KUL,AK,2025-06-01,LGK,"""AK 6305 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 06:41:13,LGK,2025-06-01T04:52:00,2025-06-01T03:51:00,AK,KUL,2025-06-01T04:58:00,null,"""6304 ""","""  """,2025-06-01T05:05:00,2025-06-01T04:00:00,null,9M-AHL,2025-06-01 06:45:00,2025-06-01 05:35:00
AK705_2026-02-02_KUL_SIN,4,2,P4,"""U,V,W,X,Y""",2,2025-06-03,2025-06-03 09:07:00,9:07 AM,2025-06-03 01:07:00,null,null,null,null,2025-06-03,2025-06-03 09:05:00,9:05 AM,2025-06-03 01:05:00,2025-06-03,2025-06-03 07:56:00,7:56 AM,2025-06-02 23:56:00,null,null,null,null,2025-06-03,2025-06-03 07:55:00,7:55 AM,2025-06-02 23:55:00,False,SIN,AK,2025-06-02,KUL,"""AK 705  """,Landed,null,null,null,null,null,null,null,null,2025-06-03 01:31:21,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-VAH,2025-06-03 01:05:00,2025-06-02 23:55:00
AK640_2026-03-27_KUL_DAD,2,4,Q3,"""U,V,W,X,Y""",2,2025-06-03,2025-06-03 15:20:00,3:20 PM,2025-06-03 08:20:00,null,null,null,null,2025-06-03,2025-06-03 15:15:00,3:15 PM,2025-06-03 08:15:00,2025-06-03,2025-06-03 13:44:00,1:44 PM,2025-06-03 05:44:00,null,null,null,null,2025-06-03,2025-06-03 13:40:00,1:40 PM,2025-06-03 05:40:00,False,DAD,AK,2025-06-03,KUL,"""AK 640  """,Landed,null,null,null,null,null,null,null,null,2025-06-03 08:31:12,KUL,2025-06-03T05:03:00,2025-06-03T02:55:00,AK,DMK,2025-06-03T05:09:00,null,"""881  ""","""  """,2025-06-03T05:10:00,2025-06-03T02:55:00,null,9M-AGV,2025-06-03 08:15:00,2025-06-03 05:40:00
AK825_2025-05-25_HKT_KUL,2,4,15,D2-D5,""" """,2025-06-01,2025-06-01 16:00:00,4:00 PM,2025-06-01 08:00:00,null,null,null,null,2025-06-01,2025-06-01 16:10:00,4:10 PM,2025-06-01 08:10:00,2025-06-01,2025-06-01 13:28:00,1:28 PM,2025-06-01 06:28:00,null,null,null,null,2025-06-01,2025-06-01 13:35:00,1:35 PM,2025-06-01 06:35:00,False,KUL,AK,2025-06-01,HKT,"""AK 825  """,Landed,null,null,null,null,null,null,null,null,2025-06-01 08:11:11,HKT,2025-06-01T05:58:00,2025-06-01T04:18:00,AK,KUL,2025-06-01T05:55:00,null,"""824  ""","""  """,2025-06-01T06:00:00,2025-06-01T04:30:00,null,9M-AGU,2025-06-01 08:10:00,2025-06-01 06:35:00
AK6447_2025-04-16_KBR_KUL,2,1,,12-15,""" """,2025-06-02,2025-06-02 23:04:00,11:04 PM,2025-06-02 15:04:00,null,null,null,null,2025-06-02,2025-06-02 22:35:00,10:35 PM,2025-06-02 14:35:00,2025-06-02,2025-06-02 21:52:00,9:52 PM,2025-06-02 13:52:00,null,null,null,null,2025-06-02,2025-06-02 21:30:00,9:30 PM,2025-06-02 13:30:00,False,KUL,AK,2025-06-02,KBR,"""AK 6447 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 15:11:10,KBR,2025-06-02T13:26:00,2025-06-02T12:18:00,AK,KUL,2025-06-02T13:29:00,2025-06-02T12:25:00,"""6446 ""","""  """,2025-06-02T13:00:00,2025-06-02T11:55:00,null,9M-RAC,2025-06-02 02:35:00,2025-06-02 13:30:00
AK5211_2025-05-17_KCH_KUL,2,1,1,,""" """,2025-06-03,2025-06-03 23:07:00,11:07 PM,2025-06-03 15:07:00,null,null,null,null,2025-06-03,2025-06-03 22:50:00,10:50 PM,2025-06-03 14:50:00,2025-06-03,2025-06-03 21:33:00,9:33 PM,2025-06-03 13:33:00,null,null,null,null,2025-06-03,2025-06-03 21:00:00,9:00 PM,2025-06-03 13:00:00,False,KUL,AK,2025-06-03,KCH,"""AK 5211 """,Landed,null,null,null,null,null,null,null,null,2025-06-03 15:21:12,KCH,2025-06-03T13:05:00,2025-06-03T10:57:00,AK,KUL,2025-06-03T13:06:00,2025-06-03T10:49:00,"""5220 ""","""  """,2025-06-03T12:35:00,2025-06-03T10:45:00,null,9M-AJY,2025-06-03 02:50:00,2025-06-03 13:00:00
AK640_2024-12-03,,B4,Q13,"""U,V,W,X,Y""",,2025-06-01,2025-06-01 15:39:00,3:39 PM,2025-06-01 08:39:00,null,null,null,null,2025-06-01,2025-06-01 15:15:00,3:15 PM,2025-06-01 08:15:00,2025-06-01,2025-06-01 14:02:00,2:02 PM,2025-06-01 06:02:00,null,null,null,null,2025-06-01,2025-06-01 13:40:00,1:40 PM,2025-06-01 05:40:00,False,DAD,AK,2025-06-01,KUL,"""AK 640  """,Landed,null,null,null,null,null,null,null,null,2025-06-01 09:11:15,KUL,2025-06-01T05:18:00,2025-06-01T02:02:00,AK,HAN,2025-06-01T05:27:00,null,"""517  ""","""  """,2025-06-01T05:15:00,2025-06-01T02:00:00,null,9M-AJT,2025-06-01 08:15:00,2025-06-01 05:40:00
AK1794_2025-04-19_SIN_BKI,1,,G10,"""4,5""",4,2025-06-02,2025-06-02 14:28:00,2:28 PM,2025-06-02 06:28:00,null,null,null,null,2025-06-02,2025-06-02 14:40:00,2:40 PM,2025-06-02 06:40:00,2025-06-02,2025-06-02 12:08:00,12:08 PM,2025-06-02 04:08:00,null,null,null,null,2025-06-02,2025-06-02 12:10:00,12:10 PM,2025-06-02 04:10:00,False,BKI,AK,2025-06-02,SIN,"""AK 1794 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 06:31:12,SIN,2025-06-02T03:05:00,2025-06-02T00:47:00,AK,BKI,2025-06-02T03:00:00,null,"""1793 ""","""  """,2025-06-02T03:30:00,2025-06-02T01:05:00,null,9M-RAK,2025-06-02 06:40:00,2025-06-02 04:10:00
AK6422_2025-09-12_JHB_PEN,""" """,F,G5,17-24,""" """,2025-06-02,2025-06-02 22:11:00,10:11 PM,2025-06-02 14:11:00,null,null,null,null,2025-06-02,2025-06-02 22:15:00,10:15 PM,2025-06-02 14:15:00,2025-06-02,2025-06-02 21:05:00,9:05 PM,2025-06-02 13:05:00,null,null,null,null,2025-06-02,2025-06-02 21:05:00,9:05 PM,2025-06-02 13:05:00,False,PEN,AK,2025-06-02,JHB,"""AK 6422 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 14:21:22,JHB,2025-06-02T12:34:00,2025-06-02T11:03:00,AK,SBW,2025-06-02T12:36:00,null,"""5033 ""","""  """,2025-06-02T12:40:00,2025-06-02T11:05:00,null,9M-AGP,2025-06-02 02:15:00,2025-06-02 13:05:00
AK127_2025-11-10_SZX_KUL,2,5,315,E,3,2025-06-02,2025-06-02 15:45:00,3:45 PM,2025-06-02 07:45:00,null,null,null,null,2025-06-02,2025-06-02 15:30:00,3:30 PM,2025-06-02 07:30:00,2025-06-02,2025-06-02 11:42:00,11:42 AM,2025-06-02 03:42:00,null,null,null,null,2025-06-02,2025-06-02 11:25:00,11:25 AM,2025-06-02 03:25:00,False,KUL,AK,2025-06-02,SZX,"""AK 127  """,Landed,null,null,null,null,null,null,null,null,2025-06-02 08:01:54,SZX,2025-06-02T02:19:00,2025-06-01T22:11:00,AK,KUL,2025-06-02T02:20:00,null,"""126  ""","""  """,2025-06-02T02:20:00,2025-06-01T22:10:00,null,9M-AGI,2025-06-02 07:30:00,2025-06-02 03:25:00
AK6310_2025-02-08_KUL_LGK,""" """,1,K8,"""S,T""",""" """,2025-06-02,2025-06-02 17:42:00,5:42 PM,2025-06-02 09:42:00,null,null,null,null,2025-06-02,2025-06-02 17:20:00,5:20 PM,2025-06-02 09:20:00,2025-06-02,2025-06-02 16:32:00,4:32 PM,2025-06-02 08:32:00,null,null,null,null,2025-06-02,2025-06-02 16:15:00,4:15 PM,2025-06-02 08:15:00,False,LGK,AK,2025-06-02,KUL,"""AK 6310 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 09:51:14,KUL,2025-06-02T07:51:00,2025-06-02T03:49:00,AK,KWL,2025-06-02T07:47:00,null,"""157  ""","""  """,2025-06-02T07:55:00,2025-06-02T03:50:00,null,9M-AGF,2025-06-02 09:20:00,2025-06-02 08:15:00
AK5745_2025-04-24_TWU_KUL,2,1,,6-9,""" """,2025-06-01,2025-06-01 12:22:00,12:22 PM,2025-06-01 04:22:00,null,null,null,null,2025-06-01,2025-06-01 12:15:00,12:15 PM,2025-06-01 04:15:00,2025-06-01,2025-06-01 09:42:00,9:42 AM,2025-06-01 01:42:00,null,null,null,null,2025-06-01,2025-06-01 09:30:00,9:30 AM,2025-06-01 01:30:00,False,KUL,AK,2025-06-01,TWU,"""AK 5745 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 04:31:12,TWU,2025-06-01T01:09:00,2025-05-31T22:17:00,AK,KUL,2025-06-01T01:09:00,null,"""5744 ""","""  """,2025-06-01T00:55:00,2025-05-31T22:05:00,null,9M-AQQ,2025-06-01 04:15:00,2025-06-01 01:30:00
AK5142_2025-09-05_KUL_BKI,1,D,J5,"""S,T""",2,2025-06-02,2025-06-02 19:12:00,7:12 PM,2025-06-02 11:12:00,null,null,null,null,2025-06-02,2025-06-02 19:15:00,7:15 PM,2025-06-02 11:15:00,2025-06-02,2025-06-02 16:36:00,4:36 PM,2025-06-02 08:36:00,null,null,null,null,2025-06-02,2025-06-02 16:40:00,4:40 PM,2025-06-02 08:40:00,False,BKI,AK,2025-06-02,KUL,"""AK 5142 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 11:21:10,KUL,2025-06-02T07:50:00,2025-06-02T06:40:00,AK,LGK,2025-06-02T07:56:00,null,"""6319 ""","""  """,2025-06-02T08:00:00,2025-06-02T06:55:00,null,9M-RAV,2025-06-02 11:15:00,2025-06-02 08:40:00
AK525_2025-11-30_SGN_KUL,2,8,8,"""I,J""",2,2025-06-03,2025-06-03 00:10:00,12:10 AM,2025-06-02 16:10:00,null,null,null,null,2025-06-02,2025-06-02 23:10:00,11:10 PM,2025-06-02 15:10:00,2025-06-02,2025-06-02 21:18:00,9:18 PM,2025-06-02 14:18:00,null,null,null,null,2025-06-02,2025-06-02 20:15:00,8:15 PM,2025-06-02 13:15:00,False,KUL,AK,2025-06-02,SGN,"""AK 525  """,Landed,null,null,null,null,null,null,null,null,2025-06-02 16:21:11,SGN,2025-06-02T13:35:00,2025-06-02T11:22:00,AK,KUL,2025-06-02T13:41:00,null,"""524  ""","""  """,2025-06-02T12:45:00,2025-06-02T10:45:00,null,9M-AFF,2025-06-02 03:10:00,2025-06-02 13:15:00
AK406_2025-10-30_KUL_PDG,""" """,,L8,"""U,V,W,X,Y""",2,2025-06-01,2025-06-01 11:41:00,11:41 AM,2025-06-01 04:41:00,null,null,null,null,2025-06-01,2025-06-01 11:25:00,11:25 AM,2025-06-01 04:25:00,2025-06-01,2025-06-01 11:37:00,11:37 AM,2025-06-01 03:37:00,null,null,null,null,2025-06-01,2025-06-01 11:15:00,11:15 AM,2025-06-01 03:15:00,False,PDG,AK,2025-06-01,KUL,"""AK 406  """,Landed,null,null,null,null,null,null,null,null,2025-06-01 04:51:10,KUL,2025-06-01T03:00:00,2025-06-01T00:47:00,AK,BTU,2025-06-01T02:51:00,2025-06-01T00:42:00,"""5247 ""","""  """,2025-06-01T02:40:00,2025-06-01T00:35:00,null,9M-AFE,2025-06-01 04:25:00,2025-06-01 03:15:00
AK5653_2025-03-28_KUL_MYY,""" """,,J7,"""S,T""",2,2025-06-02,2025-06-02 10:10:00,10:10 AM,2025-06-02 02:10:00,null,null,null,null,2025-06-02,2025-06-02 10:25:00,10:25 AM,2025-06-02 02:25:00,2025-06-02,2025-06-02 07:50:00,7:50 AM,2025-06-01 23:50:00,null,null,null,null,2025-06-02,2025-06-02 08:00:00,8:00 AM,2025-06-02 00:00:00,False,MYY,AK,2025-06-02,KUL,"""AK 5653 """,landed,null,null,null,null,null,null,null,null,2025-06-02 03:51:14,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-AGZ,2025-06-02 02:25:00,2025-06-02 00:00:00
AK1572_2026-03-02_CGK_PEN,""" """,C,F2,91-98,2,2025-06-02,2025-06-02 13:43:00,1:43 PM,2025-06-02 05:43:00,null,null,null,null,2025-06-02,2025-06-02 13:20:00,1:20 PM,2025-06-02 05:20:00,2025-06-02,2025-06-02 10:28:00,10:28 AM,2025-06-02 03:28:00,null,null,null,null,2025-06-02,2025-06-02 10:00:00,10:00 AM,2025-06-02 03:00:00,False,PEN,AK,2025-06-02,CGK,"""AK 1572 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 05:51:11,CGK,2025-06-02T02:48:00,2025-06-02T00:23:00,AK,PEN,2025-06-02T02:45:00,null,"""1573 ""","""  """,2025-06-02T02:30:00,2025-06-02T00:10:00,null,9M-AHE,2025-06-02 05:20:00,2025-06-02 03:00:00
AK6438_2025-06-28_KUL_KBR,""" """,2,J9,"""S,T""",2,2025-06-04,2025-06-04 20:23:00,8:23 PM,2025-06-04 12:23:00,null,null,null,null,2025-06-04,2025-06-04 20:05:00,8:05 PM,2025-06-04 12:05:00,2025-06-04,2025-06-04 19:13:00,7:13 PM,2025-06-04 11:13:00,null,null,null,null,2025-06-04,2025-06-04 19:00:00,7:00 PM,2025-06-04 11:00:00,False,KBR,AK,2025-06-04,KUL,"""AK 6438 """,Landed,null,null,null,null,null,null,null,null,2025-06-04 12:41:11,KUL,2025-06-04T08:31:00,2025-06-04T06:13:00,AK,BTU,2025-06-04T08:14:00,2025-06-04T06:00:00,"""5245 ""","""  """,2025-06-04T07:10:00,2025-06-04T05:05:00,null,9M-AFD,2025-06-04 12:05:00,2025-06-04 11:00:00
AK1781_2026-03-06_KCH_PNK,""" """,,8,"""C,D""",""" """,2025-06-02,2025-06-02 08:44:00,8:44 AM,2025-06-02 01:44:00,null,null,null,null,2025-06-02,2025-06-02 08:50:00,8:50 AM,2025-06-02 01:50:00,2025-06-02,2025-06-02 08:58:00,8:58 AM,2025-06-02 00:58:00,null,null,null,null,2025-06-02,2025-06-02 09:05:00,9:05 AM,2025-06-02 01:05:00,False,PNK,AK,2025-06-02,KCH,"""AK 1781 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 01:51:14,KCH,2025-06-02T00:27:00,2025-06-01T23:49:00,AK,SBW,null,null,"""6463 ""","""  """,2025-06-02T00:40:00,2025-06-02T00:05:00,null,9M-RAU,2025-06-02 01:50:00,2025-06-02 01:05:00
AK5113_2025-11-22_BKI_KUL,2,1,,D01-D16,1,2025-06-05,2025-06-05 15:39:00,3:39 PM,2025-06-05 07:39:00,null,null,null,null,2025-06-05,2025-06-05 15:35:00,3:35 PM,2025-06-05 07:35:00,2025-06-05,2025-06-05 13:13:00,1:13 PM,2025-06-05 05:13:00,null,null,null,null,2025-06-05,2025-06-05 13:05:00,1:05 PM,2025-06-05 05:05:00,False,KUL,AK,2025-06-05,BKI,"""AK 5113 """,Landed,null,null,null,null,null,null,null,null,2025-06-05 08:11:20,BKI,2025-06-05T04:35:00,2025-06-05T01:57:00,AK,KUL,2025-06-05T04:36:00,null,"""5112 ""","""  """,2025-06-05T04:30:00,2025-06-05T02:00:00,null,9M-VAF,2025-06-05 07:35:00,2025-06-05 05:05:00
AK6091_2026-04-06_SBW_BKI,1,D,2B,1-7,""" """,2025-06-03,2025-06-03 13:51:00,1:51 PM,2025-06-03 05:51:00,null,null,null,null,2025-06-03,2025-06-03 13:35:00,1:35 PM,2025-06-03 05:35:00,2025-06-03,2025-06-03 12:39:00,12:39 PM,2025-06-03 04:39:00,null,null,null,null,2025-06-03,2025-06-03 12:20:00,12:20 PM,2025-06-03 04:20:00,False,BKI,AK,2025-06-03,SBW,"""AK 6091 """,Landed,null,null,null,null,null,null,null,null,2025-06-03 06:01:14,SBW,2025-06-03T04:10:00,2025-06-03T02:29:00,AK,JHB,2025-06-03T04:09:00,2025-06-03T02:23:00,"""5030 ""","""  """,2025-06-03T03:55:00,2025-06-03T02:20:00,null,9M-AGF,2025-06-03 05:35:00,2025-06-03 04:20:00
AK6153_2025-07-16_KUL_PEN,""" """,F,J4,"""S,T""",2,2025-06-01,2025-06-01 13:29:00,1:29 PM,2025-06-01 05:29:00,null,null,null,null,2025-06-01,2025-06-01 13:40:00,1:40 PM,2025-06-01 05:40:00,2025-06-01,2025-06-01 12:35:00,12:35 PM,2025-06-01 04:35:00,null,null,null,null,2025-06-01,2025-06-01 12:35:00,12:35 PM,2025-06-01 04:35:00,False,PEN,AK,2025-06-01,KUL,"""AK 6153 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 08:51:20,KUL,2025-06-01T04:01:00,2025-06-01T02:14:00,AK,KCH,2025-06-01T03:58:00,null,"""5227 ""","""  """,2025-06-01T04:05:00,2025-06-01T02:15:00,null,9M-RAB,2025-06-01 05:40:00,2025-06-01 04:35:00
AK72_2026-03-10_KUL_MLE,1,,Q9,"""U,V,W,X,Y""",2,2025-06-01,2025-06-01 20:24:00,8:24 PM,2025-06-01 15:24:00,null,null,null,null,2025-06-01,2025-06-01 20:10:00,8:10 PM,2025-06-01 15:10:00,2025-06-01,2025-06-01 18:58:00,6:58 PM,2025-06-01 10:58:00,null,null,null,null,2025-06-01,2025-06-01 19:00:00,7:00 PM,2025-06-01 11:00:00,False,MLE,AK,2025-06-01,KUL,"""AK 72   """,Landed,null,null,null,null,null,null,null,null,2025-06-01 15:31:12,KUL,2025-06-01T08:24:00,2025-06-01T07:20:00,AK,PEN,2025-06-01T08:30:00,null,"""6154 ""","""  """,2025-06-01T08:15:00,2025-06-01T07:15:00,null,9M-AGN,2025-06-01 03:10:00,2025-06-01 11:00:00
AK141_2025-06-25_SWA_KUL,2,,122,43-50,""" """,null,null,null,null,2025-06-01,2025-06-01 22:26:00,10:26 PM,2025-06-01 14:26:00,2025-06-01,2025-06-01 20:10:00,8:10 PM,2025-06-01 12:10:00,2025-06-01,2025-06-01 18:17:00,6:17 PM,2025-06-01 10:17:00,null,null,null,null,2025-06-01,2025-06-01 15:55:00,3:55 PM,2025-06-01 07:55:00,False,KUL,AK,2025-06-01,SWA,"""AK 141  """,Departed,null,null,null,null,null,null,null,null,2025-06-01 10:51:15,SWA,2025-06-01T09:23:00,2025-06-01T05:06:00,AK,KUL,2025-06-01T09:25:00,2025-06-01T04:30:00,"""140  ""","""  """,2025-06-01T07:10:00,2025-06-01T02:55:00,null,9M-AGS,2025-06-01 12:10:00,2025-06-01 07:55:00
AK1380_2026-04-12_JHB_KMG,""" """,4,1,17-24,""" """,2025-06-02,2025-06-02 00:50:00,12:50 AM,2025-06-01 16:50:00,null,null,null,null,2025-06-02,2025-06-02 01:25:00,1:25 AM,2025-06-01 17:25:00,2025-06-01,2025-06-01 21:08:00,9:08 PM,2025-06-01 13:08:00,null,null,null,null,2025-06-01,2025-06-01 21:20:00,9:20 PM,2025-06-01 13:20:00,False,KMG,AK,2025-06-01,JHB,"""AK 1380 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 18:51:10,JHB,2025-06-01T09:43:00,2025-06-01T07:18:00,AK,TWU,2025-06-01T09:47:00,null,"""5597 ""","""  """,2025-06-01T09:55:00,2025-06-01T07:30:00,null,9M-AFE,2025-06-01 05:25:00,2025-06-01 13:20:00
AK6274_2025-04-12_BKI_TWU,""" """,,,D01-D16,""" """,2025-06-01,2025-06-01 20:14:00,8:14 PM,2025-06-01 12:14:00,null,null,null,null,2025-06-01,2025-06-01 20:25:00,8:25 PM,2025-06-01 12:25:00,2025-06-01,2025-06-01 19:22:00,7:22 PM,2025-06-01 11:22:00,null,null,null,null,2025-06-01,2025-06-01 19:35:00,7:35 PM,2025-06-01 11:35:00,False,TWU,AK,2025-06-01,BKI,"""AK 6274 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 13:21:11,BKI,2025-06-01T07:29:00,2025-06-01T06:46:00,AK,SDK,2025-06-01T07:33:00,null,"""6497 ""","""  """,2025-06-01T07:25:00,2025-06-01T06:40:00,null,9M-RAE,2025-06-01 12:25:00,2025-06-01 11:35:00
AK6436_2024-11-14,,1,J13,"""S,T""",,null,null,null,null,null,null,null,null,2025-06-01,2025-06-01 15:30:00,3:30 PM,2025-06-01 07:30:00,null,null,null,null,null,null,null,null,2025-06-01,2025-06-01 14:25:00,2:25 PM,2025-06-01 06:25:00,False,KBR,AK,2025-06-01,KUL,"""AK 6436 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 11:51:12,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-AGE,2025-06-01 07:30:00,2025-06-01 06:25:00
AK605_2025-11-08_PER_KUL,2,4,53,,1,2025-06-03,2025-06-03 11:14:00,11:14 AM,2025-06-03 03:14:00,null,null,null,null,2025-06-03,2025-06-03 10:50:00,10:50 AM,2025-06-03 02:50:00,2025-06-03,2025-06-03 05:42:00,5:42 AM,2025-06-02 21:42:00,null,null,null,null,2025-06-03,2025-06-03 05:15:00,5:15 AM,2025-06-02 21:15:00,False,KUL,AK,2025-06-02,PER,"""AK 605  """,Landed,null,null,null,null,null,null,null,null,2025-06-03 03:31:11,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-VAG,2025-06-03 02:50:00,2025-06-02 21:15:00
AK5303_2024-11-29,,,A9,D01-D16,,null,null,null,null,2025-06-02,2025-06-02 07:21:00,7:21 AM,2025-06-01 23:21:00,2025-06-01,2025-06-01 23:55:00,11:55 PM,2025-06-01 15:55:00,null,null,null,null,2025-06-02,2025-06-02 05:00:00,5:00 AM,2025-06-01 21:00:00,2025-06-01,2025-06-01 21:40:00,9:40 PM,2025-06-01 13:40:00,False,JHB,AK,2025-06-01,BKI,"""AK 5303 """,Delayed,null,null,null,null,null,null,null,null,2025-06-01 18:51:13,BKI,2025-06-01T15:12:00,2025-06-01T12:52:00,AK,JHB,2025-06-01T15:19:00,2025-06-01T13:15:00,"""5304 ""","""  """,2025-06-01T13:15:00,2025-06-01T10:55:00,null,9M-AQM,2025-06-01 03:55:00,2025-06-01 13:40:00
AK29_2025-01-17_KUL_TRZ,""" """,,P3,"""U,V,W,X,Y""",2,null,null,null,null,2025-06-02,2025-06-02 00:34:00,12:34 AM,2025-06-01 19:04:00,2025-06-01,2025-06-01 23:40:00,11:40 PM,2025-06-01 18:10:00,2025-06-01,2025-06-01 23:22:00,11:22 PM,2025-06-01 15:22:00,null,null,null,null,2025-06-01,2025-06-01 22:25:00,10:25 PM,2025-06-01 14:25:00,False,TRZ,AK,2025-06-01,KUL,"""AK 29   """,Departed,null,null,null,null,null,null,null,null,2025-06-01 18:41:13,KUL,2025-06-01T14:35:00,2025-06-01T11:30:00,AK,UPG,2025-06-01T14:50:00,2025-06-01T11:11:00,"""335  ""","""  """,2025-06-01T13:05:00,2025-06-01T09:55:00,null,9M-AJH,2025-06-01 06:10:00,2025-06-01 14:25:00
AK6467_2025-05-28_SBW_KCH,""" """,A,,1-7,""" """,2025-06-01,2025-06-01 11:43:00,11:43 AM,2025-06-01 03:43:00,null,null,null,null,2025-06-01,2025-06-01 11:10:00,11:10 AM,2025-06-01 03:10:00,2025-06-01,2025-06-01 11:06:00,11:06 AM,2025-06-01 03:06:00,null,null,null,null,2025-06-01,2025-06-01 10:35:00,10:35 AM,2025-06-01 02:35:00,False,KCH,AK,2025-06-01,SBW,"""AK 6467 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 03:51:16,SBW,2025-06-01T02:42:00,2025-06-01T01:56:00,AK,KCH,2025-06-01T02:40:00,null,"""6466 ""","""  """,2025-06-01T02:10:00,2025-06-01T01:35:00,null,9M-AQQ,2025-06-01 03:10:00,2025-06-01 02:35:00
AK521_2025-01-24_SGN_KUL,2,10,,"""I,J""",2,2025-06-01,2025-06-01 12:28:00,12:28 PM,2025-06-01 04:28:00,null,null,null,null,2025-06-01,2025-06-01 12:25:00,12:25 PM,2025-06-01 04:25:00,2025-06-01,2025-06-01 09:29:00,9:29 AM,2025-06-01 02:29:00,null,null,null,null,2025-06-01,2025-06-01 09:25:00,9:25 AM,2025-06-01 02:25:00,False,KUL,AK,2025-06-01,SGN,"""AK 521  """,Landed,null,null,null,null,null,null,null,null,2025-06-01 04:41:13,SGN,2025-06-01T01:52:00,2025-05-31T23:55:00,AK,KUL,2025-06-01T01:59:00,null,"""520  ""","""  """,2025-06-01T01:50:00,2025-05-31T23:50:00,null,9M-RAR,2025-06-01 04:25:00,2025-06-01 02:25:00
AK5106_2025-05-02_KUL_BKI,""" """,D,J13,"""S,T""",2,null,null,null,null,null,null,null,null,2025-06-01,2025-06-01 10:30:00,10:30 AM,2025-06-01 02:30:00,null,null,null,null,null,null,null,null,2025-06-01,2025-06-01 08:00:00,8:00 AM,2025-06-01 00:00:00,False,BKI,AK,2025-06-01,KUL,"""AK 5106 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 05:51:11,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-AQG,2025-06-01 02:30:00,2025-06-01 00:00:00
AK5193_2025-09-08_SDK_KUL,2,,C,1-5,""" """,null,null,null,null,2025-06-01,2025-06-01 18:50:00,6:50 PM,2025-06-01 10:50:00,2025-06-01,2025-06-01 12:40:00,12:40 PM,2025-06-01 04:40:00,null,null,null,null,2025-06-01,2025-06-01 16:00:00,4:00 PM,2025-06-01 08:00:00,2025-06-01,2025-06-01 09:50:00,9:50 AM,2025-06-01 01:50:00,False,KUL,AK,2025-06-01,SDK,"""AK 5193 """,Delayed,null,null,null,null,null,null,null,null,2025-06-01 03:31:17,SDK,2025-06-01T01:05:00,2025-05-31T22:22:00,AK,KUL,2025-06-01T01:09:00,null,"""5192 ""","""  """,2025-06-01T01:15:00,2025-05-31T22:25:00,null,9M-AQM,2025-06-01 04:40:00,2025-06-01 01:50:00
