route_id,airline_icao,dep_airport_iata,arr_airport_iata,cabin_class,base_price_usd,taxes_usd,total_price_usd,currency,effective_from,effective_to,fare_code
R10194,AXM,JHB,SGN,Economy,120.1,18.5,138.6,USD,2025-05-01,2025-08-31,Y152
R10280,AXM,SGN,KUL,Economy,116.35,16.8,133.15,USD,2025-05-01,2025-08-31,Y521
R10359,VOI,LAX,OAX,Business,989.28,127.56,1116.84,USD,2025-05-01,2025-08-31,J471
R10519,VOI,CLQ,TIJ,Business,624.77,102.3,727.07,USD,2025-05-01,2025-08-31,J842
R10615,VOI,PVR,TIJ,Business,581.57,96.46,678.03,USD,2025-05-01,2025-08-31,J353
R10582,VOI,MTY,BJX,Economy,93.94,19.94,113.88,USD,2025-05-01,2025-08-31,Y820
R10182,AXM,LGK,PEN,Economy,37.71,6.24,43.95,USD,2025-05-01,2025-08-31,Y413
R10110,AXM,KUL,KCH,Economy,114.19,24.18,138.37,USD,2025-05-01,2025-08-31,Y224
R10826,VOI,MEX,MID,Economy,121.71,19.65,141.36,USD,2025-05-01,2025-08-31,Y562
R10968,LNI,MDC,DJJ,Economy,153.51,30.06,183.57,USD,2025-05-01,2025-08-31,Y330
R10204,AXM,KCH,MYY,Economy,75.52,13.67,89.19,USD,2025-05-01,2025-08-31,Y857
R10621,VOI,QRO,MTY,Business,209.98,31.04,241.02,USD,2025-05-01,2025-08-31,J820
R10944,LNI,DJJ,MKQ,Economy,66.25,8.43,74.68,USD,2025-05-01,2025-08-31,Y821
R10990,LNI,UPG,KOE,Economy,72.68,10.64,83.32,USD,2025-05-01,2025-08-31,Y576
R10673,VOI,GDL,MID,Business,422.19,63.09,485.28,USD,2025-05-01,2025-08-31,J782
R10643,VOI,LAX,ZCL,Business,567.27,68.91,636.18,USD,2025-05-01,2025-08-31,J789
R10570,VOI,GDL,FAT,Economy,264.04,38.48,302.52,USD,2025-05-01,2025-08-31,Y290
R10183,AXM,LGK,PEN,Business,100.91,11.07,111.98,USD,2025-05-01,2025-08-31,J297
R10137,AXM,KUL,PKU,Business,126.63,13.51,140.14,USD,2025-05-01,2025-08-31,J538
R11003,LNI,PKY,CGK,Business,242.64,27.51,270.15,USD,2025-05-01,2025-08-31,J316
R10080,AXM,BKI,MYY,Economy,45.47,8.17,53.64,USD,2025-05-01,2025-08-31,Y453
R10926,LNI,SRG,DPS,Economy,54.27,10.08,64.35,USD,2025-05-01,2025-08-31,Y372
R10541,VOI,LAX,TPQ,Business,864.58,151.09,1015.67,USD,2025-05-01,2025-08-31,J838
R10560,VOI,MEX,TAP,Economy,134.02,16.58,150.6,USD,2025-05-01,2025-08-31,Y279
R10480,VOI,PVR,TLC,Economy,88.14,19.01,107.15,USD,2025-05-01,2025-08-31,Y594
R10165,AXM,HKG,PEN,Business,740.9,128.6,869.5,USD,2025-05-01,2025-08-31,J893
R10248,AXM,HYD,KUL,Economy,333.03,48.08,381.11,USD,2025-05-01,2025-08-31,Y664
R10307,AXM,CCU,KUL,Business,675.68,116.98,792.66,USD,2025-05-01,2025-08-31,J593
R11173,LNI,SUB,BPN,Business,238.95,33.61,272.56,USD,2025-05-01,2025-08-31,J311
R10710,VOI,SEA,GDL,Economy,353.66,69.75,423.41,USD,2025-05-01,2025-08-31,Y402
R10334,AXM,DLI,KUL,Economy,133.51,24.87,158.38,USD,2025-05-01,2025-08-31,Y757
R10097,AXM,KMG,JHB,Business,633.07,87.27,720.34,USD,2025-05-01,2025-08-31,J915
R10575,VOI,TPQ,LAX,Business,862.09,92.79,954.88,USD,2025-05-01,2025-08-31,J243
R10712,VOI,HMO,MXL,Economy,82.85,13.09,95.94,USD,2025-05-01,2025-08-31,Y902
R10940,LNI,SRG,BDJ,Economy,63.19,8.7,71.89,USD,2025-05-01,2025-08-31,Y921
R10936,LNI,SOQ,MDC,Economy,77.21,10.62,87.83,USD,2025-05-01,2025-08-31,Y138
R10803,VOI,GDL,PDX,Business,1171.13,168.62,1339.75,USD,2025-05-01,2025-08-31,J215
R10661,VOI,TAP,TIJ,Business,999.59,130.33,1129.92,USD,2025-05-01,2025-08-31,J953
R11175,LNI,BTH,PLM,Business,157.41,16.42,173.83,USD,2025-05-01,2025-08-31,J328
R10302,AXM,BKI,TPE,Economy,204.59,33.57,238.16,USD,2025-05-01,2025-08-31,Y693
R11065,LNI,PLM,SUB,Business,266.7,39.47,306.17,USD,2025-05-01,2025-08-31,J776
R10388,VOI,CUL,MTY,Economy,119.66,22.14,141.8,USD,2025-05-01,2025-08-31,Y910
R10235,AXM,PEN,SZX,Business,839.99,84.08,924.07,USD,2025-05-01,2025-08-31,J990
R10948,LNI,JED,SUB,Economy,731.88,135.34,867.22,USD,2025-05-01,2025-08-31,Y278
R10921,LNI,JED,UPG,Business,2110.61,276.64,2387.25,USD,2025-05-01,2025-08-31,J284
R10305,AXM,KUL,COK,Business,684.35,97.97,782.32,USD,2025-05-01,2025-08-31,J474
R10900,VOI,GDL,CUU,Economy,126.81,21.69,148.5,USD,2025-05-01,2025-08-31,Y156
R11053,LNI,JED,KNO,Business,1647.93,249.53,1897.46,USD,2025-05-01,2025-08-31,J533
R10249,AXM,HYD,KUL,Business,866.29,99.84,966.13,USD,2025-05-01,2025-08-31,J713
R10885,VOI,MEX,HMO,Business,431.49,54.43,485.92,USD,2025-05-01,2025-08-31,J700
R10868,VOI,JFK,GDL,Economy,321.75,65.86,387.61,USD,2025-05-01,2025-08-31,Y996
R10071,AXM,MYY,JHB,Business,361.07,60.91,421.98,USD,2025-05-01,2025-08-31,J327
R10094,AXM,MLE,KUL,Economy,331.01,49.78,380.79,USD,2025-05-01,2025-08-31,Y315
R11296,AXM,WUH,BKI,First,1481.89,207.46,1689.35,USD,2025-05-01,2025-08-31,F174
R10033,AXM,KUL,KBR,Business,137.13,23.48,160.61,USD,2025-05-01,2025-08-31,J352
R11248,AAL,JFK,LHR,Economy,623.84,117.62,741.46,USD,2025-05-01,2025-08-31,Y955
R10448,VOI,NLU,CUN,Economy,155.81,32.7,188.51,USD,2025-05-01,2025-08-31,Y555
R10445,VOI,TAP,GDL,Business,477.7,74.68,552.38,USD,2025-05-01,2025-08-31,J319
R10963,LNI,DJJ,BIK,Business,142.75,15.51,158.26,USD,2025-05-01,2025-08-31,J101
R10679,VOI,BJX,TIJ,Business,700.04,120.95,820.99,USD,2025-05-01,2025-08-31,J209
R11177,LNI,BTH,KNO,Business,222.44,30.66,253.1,USD,2025-05-01,2025-08-31,J772
R10077,AXM,YIA,KUL,Business,436.71,73.15,509.86,USD,2025-05-01,2025-08-31,J439
R10084,AXM,HKT,KUL,Economy,74.79,15.9,90.69,USD,2025-05-01,2025-08-31,Y651
R10630,VOI,IAH,MEX,Economy,132.27,28.42,160.69,USD,2025-05-01,2025-08-31,Y852
R10082,AXM,DAD,KUL,Economy,196.7,25.88,222.58,USD,2025-05-01,2025-08-31,Y690
R10457,VOI,VSA,MEX,Business,294.99,42.52,337.51,USD,2025-05-01,2025-08-31,J726
R11273,VOI,OAK,MEX,Economy,378.98,70.36,449.34,USD,2025-09-01,2025-12-31,Y717
R10862,VOI,MTY,CUN,Economy,195.68,25.18,220.86,USD,2025-05-01,2025-08-31,Y202
R10436,VOI,LAX,GDL,Economy,252.38,41.34,293.72,USD,2025-05-01,2025-08-31,Y229
R10682,VOI,GDL,VER,Economy,103.71,20.69,124.4,USD,2025-05-01,2025-08-31,Y180
R11174,LNI,BTH,PLM,Economy,57.15,9.47,66.62,USD,2025-05-01,2025-08-31,Y449
R10404,VOI,TIJ,LAP,Economy,168.74,29.6,198.34,USD,2025-05-01,2025-08-31,Y499
R11132,LNI,CGK,SUB,Economy,74.79,12.39,87.18,USD,2025-05-01,2025-08-31,Y403
R10704,VOI,CUL,SJD,Economy,55.21,7.91,63.12,USD,2025-05-01,2025-08-31,Y177
R10752,VOI,MLM,TIJ,Economy,242.99,44.67,287.66,USD,2025-05-01,2025-08-31,Y187
R10104,AXM,KUL,SGN,Economy,115.72,21.17,136.89,USD,2025-05-01,2025-08-31,Y299
R10628,VOI,BJX,CUN,Economy,166.1,34.49,200.59,USD,2025-05-01,2025-08-31,Y776
R11236,AAL,ORD,MIA,Economy,266.51,42.73,309.24,USD,2025-05-01,2025-08-31,Y457
R10062,AXM,KNO,PEN,Economy,44.51,6.45,50.96,USD,2025-05-01,2025-08-31,Y205
R10281,AXM,SGN,KUL,Business,336.97,55.06,392.03,USD,2025-05-01,2025-08-31,J274
R10849,VOI,HUX,MEX,Business,197.32,23.1,220.42,USD,2025-05-01,2025-08-31,J179
R10238,AXM,NGB,BKI,Economy,273.48,53.6,327.08,USD,2025-05-01,2025-08-31,Y308
R10223,AXM,CAN,JHB,Business,687.3,101.01,788.31,USD,2025-05-01,2025-08-31,J121
R10145,AXM,KUL,BLR,Business,637.99,65.38,703.37,USD,2025-05-01,2025-08-31,J353
R11212,LNI,PEN,KNO,Economy,43.34,7.47,50.81,USD,2025-05-01,2025-08-31,Y125
R10373,VOI,TIJ,CUU,Business,403.94,69.61,473.55,USD,2025-05-01,2025-08-31,J298
R10118,AXM,KUL,KMG,Economy,264.2,45.48,309.68,USD,2025-05-01,2025-08-31,Y741
R10941,LNI,SRG,BDJ,Business,195.32,24.59,219.91,USD,2025-05-01,2025-08-31,J122
R10250,AXM,KUL,YIA,Economy,158.54,32.97,191.51,USD,2025-05-01,2025-08-31,Y984
R11251,EVA,ORD,MIA,Economy,312.1,59.83,371.93,USD,2025-05-01,2025-08-31,Y138
R10009,AXM,JHB,PEN,Business,210.4,22.63,233.03,USD,2025-05-01,2025-08-31,J774
R10449,VOI,NLU,CUN,Business,498.29,82.14,580.43,USD,2025-05-01,2025-08-31,J965
R10255,AXM,TWU,BKI,Business,142.42,15.94,158.36,USD,2025-05-01,2025-08-31,J651
R10593,VOI,MLM,FAT,Business,941.99,132.29,1074.28,USD,2025-05-01,2025-08-31,J686
R10389,VOI,CUL,MTY,Business,311.38,32.09,343.47,USD,2025-05-01,2025-08-31,J949
R11186,LNI,UPG,BDJ,Economy,56.5,11.44,67.94,USD,2025-05-01,2025-08-31,Y295
R11042,LNI,AMQ,UPG,Economy,89.66,15.7,105.36,USD,2025-05-01,2025-08-31,Y452
R10557,VOI,CUN,SJO,Business,494.75,62.19,556.94,USD,2025-05-01,2025-08-31,J761
R10460,VOI,PHX,GDL,Economy,191.14,30.76,221.9,USD,2025-05-01,2025-08-31,Y688
R11196,LNI,BPN,LOP,Economy,71.17,13.22,84.39,USD,2025-05-01,2025-08-31,Y720
R10144,AXM,KUL,BLR,Economy,252.35,32.01,284.36,USD,2025-05-01,2025-08-31,Y767
R10501,VOI,VER,GDL,Business,364.57,58.74,423.31,USD,2025-05-01,2025-08-31,J474
R11199,LNI,SRG,PKY,Business,204.32,24.9,229.22,USD,2025-05-01,2025-08-31,J451
R10539,VOI,CTM,MEX,Business,448.83,70.19,519.02,USD,2025-05-01,2025-08-31,J806
R10177,AXM,KUL,SDK,Business,564.06,78.55,642.61,USD,2025-05-01,2025-08-31,J911
R11253,EVA,MIA,ORD,Economy,380.82,80.39,461.21,USD,2025-05-01,2025-08-31,Y517
R10814,VOI,BJX,MTY,Economy,91.76,14.94,106.7,USD,2025-05-01,2025-08-31,Y730
R10677,VOI,ONT,BJX,Business,634.39,113.05,747.44,USD,2025-05-01,2025-08-31,J117
R11292,AXM,DAD,KUL,First,939.44,131.52,1070.96,USD,2025-05-01,2025-08-31,F731
R10007,AXM,KUL,MYY,Business,466.01,79.5,545.51,USD,2025-05-01,2025-08-31,J690
R11148,LNI,CGK,KOE,Economy,142.65,22.54,165.19,USD,2025-05-01,2025-08-31,Y467
R10988,LNI,SOQ,MKW,Economy,38.28,6.68,44.96,USD,2025-05-01,2025-08-31,Y289
R10357,VOI,TIJ,PVR,Business,596.03,94.83,690.86,USD,2025-05-01,2025-08-31,J801
R10329,AXM,SZX,PEN,Business,685.21,80.43,765.64,USD,2025-05-01,2025-08-31,J555
R10932,LNI,SUB,BTH,Economy,129.89,24.65,154.54,USD,2025-05-01,2025-08-31,Y705
R11150,LNI,CGK,PKU,Economy,95.17,19.91,115.08,USD,2025-05-01,2025-08-31,Y594
R10258,AXM,BKI,SIN,Economy,170.15,37.11,207.26,USD,2025-05-01,2025-08-31,Y344
R11169,LNI,PKU,BTH,Business,98.6,13.78,112.38,USD,2025-05-01,2025-08-31,J769
R10372,VOI,TIJ,CUU,Economy,132.48,19.07,151.55,USD,2025-05-01,2025-08-31,Y928
R10905,VOI,CUU,TIJ,Business,364.85,37.83,402.68,USD,2025-05-01,2025-08-31,J472
R11009,LNI,BPN,DPS,Business,272.01,39.21,311.22,USD,2025-05-01,2025-08-31,J977
R10974,LNI,TTE,SUB,Economy,146.24,31.96,178.2,USD,2025-05-01,2025-08-31,Y594
R10525,VOI,TIJ,OAX,Business,911.26,101.9,1013.16,USD,2025-05-01,2025-08-31,J797
R10953,LNI,PKU,SUB,Business,347.9,54.33,402.23,USD,2025-05-01,2025-08-31,J686
R10764,VOI,HMO,TIJ,Economy,112.29,21.67,133.96,USD,2025-05-01,2025-08-31,Y456
R11073,LNI,UPG,PLW,Business,156.32,26.2,182.52,USD,2025-05-01,2025-08-31,J960
R11235,AAL,JFK,LAX,Economy,456.12,57.84,513.96,USD,2025-05-01,2025-08-31,Y617
R10440,VOI,MTY,CJS,Economy,116.89,22.95,139.84,USD,2025-05-01,2025-08-31,Y687
R10531,VOI,MTY,TLC,Business,351.8,49.78,401.58,USD,2025-05-01,2025-08-31,J674
R10852,VOI,DFW,MLM,Economy,199.16,43.58,242.74,USD,2025-05-01,2025-08-31,Y532
R10226,AXM,KUL,DLI,Economy,134.2,24.85,159.05,USD,2025-05-01,2025-08-31,Y384
R10228,AXM,KUL,DAD,Economy,187.31,40.63,227.94,USD,2025-05-01,2025-08-31,Y581
R11127,LNI,SUB,BDJ,Business,144.67,20.03,164.7,USD,2025-05-01,2025-08-31,J340
R10212,AXM,IPH,SIN,Economy,76.38,13.94,90.32,USD,2025-05-01,2025-08-31,Y777
R10079,AXM,BKI,KCH,Business,293.21,51.9,345.11,USD,2025-05-01,2025-08-31,J371
R10148,AXM,BKI,SZX,Economy,193.94,27.5,221.44,USD,2025-05-01,2025-08-31,Y816
R10845,VOI,MEX,DEN,Business,817.76,87.17,904.93,USD,2025-05-01,2025-08-31,J780
R10825,VOI,PVR,GDL,Business,169.24,18.85,188.09,USD,2025-05-01,2025-08-31,J747
R11119,LNI,BPN,SUB,Business,215.55,30.53,246.08,USD,2025-05-01,2025-08-31,J737
R10133,AXM,CGK,KUL,Business,317.0,48.66,365.66,USD,2025-05-01,2025-08-31,J917
R10914,LNI,MKQ,DJJ,Economy,72.61,12.34,84.95,USD,2025-05-01,2025-08-31,Y663
R10408,VOI,TIJ,CUN,Economy,373.74,68.33,442.07,USD,2025-05-01,2025-08-31,Y890
R10781,VOI,MTY,DEN,Business,492.56,83.25,575.81,USD,2025-05-01,2025-08-31,J640
R10507,VOI,DGO,GDL,Business,218.56,35.75,254.31,USD,2025-05-01,2025-08-31,J447
R11029,LNI,LOP,SUB,Business,143.76,16.54,160.3,USD,2025-05-01,2025-08-31,J316
R10504,VOI,TIJ,MLM,Economy,231.23,38.16,269.39,USD,2025-05-01,2025-08-31,Y663
R10785,VOI,CEN,TIJ,Business,355.74,55.67,411.41,USD,2025-05-01,2025-08-31,J404
R10347,AXM,KCH,KUL,Business,297.63,41.1,338.73,USD,2025-05-01,2025-08-31,J896
R10386,VOI,SLP,DFW,Economy,142.12,31.19,173.31,USD,2025-05-01,2025-08-31,Y483
R10000,AXM,COK,KUL,Economy,274.1,47.08,321.18,USD,2025-05-01,2025-08-31,Y223
R10360,VOI,MID,GDL,Economy,161.75,34.8,196.55,USD,2025-05-01,2025-08-31,Y449
R11228,DAL,TPE,LAX,Economy,1249.93,270.29,1520.22,USD,2025-05-01,2025-08-31,Y852
R10475,VOI,ONT,SJD,Business,558.94,81.1,640.04,USD,2025-05-01,2025-08-31,J945
R11113,LNI,UPG,SUB,Business,258.85,38.18,297.03,USD,2025-05-01,2025-08-31,J149
R10909,VOI,CUU,GDL,Business,366.04,63.42,429.46,USD,2025-05-01,2025-08-31,J427
R10901,VOI,GDL,CUU,Business,361.37,52.53,413.9,USD,2025-05-01,2025-08-31,J476
R10879,VOI,DEN,MEX,Business,582.03,101.16,683.19,USD,2025-05-01,2025-08-31,J908
R10721,VOI,SJD,NLU,Business,435.19,68.75,503.94,USD,2025-05-01,2025-08-31,J672
R10172,AXM,LBU,KUL,Economy,152.72,22.27,174.99,USD,2025-05-01,2025-08-31,Y386
R10450,VOI,LIM,MEX,Economy,515.22,96.23,611.45,USD,2025-05-01,2025-08-31,Y826
R10125,AXM,TWU,CAN,Business,677.59,88.87,766.46,USD,2025-05-01,2025-08-31,J888
R10743,VOI,CJS,TIJ,Business,397.86,66.24,464.1,USD,2025-05-01,2025-08-31,J170
R10530,VOI,MTY,TLC,Economy,117.5,22.75,140.25,USD,2025-05-01,2025-08-31,Y163
R10090,AXM,KUL,DMK,Economy,132.0,21.15,153.15,USD,2025-05-01,2025-08-31,Y402
R11256,EVA,LAX,SIN,Economy,2363.21,421.98,2785.19,USD,2025-05-01,2025-08-31,Y817
R10181,AXM,MNL,KUL,Business,651.54,104.03,755.57,USD,2025-05-01,2025-08-31,J438
R10765,VOI,HMO,TIJ,Business,305.24,41.64,346.88,USD,2025-05-01,2025-08-31,J311
R10414,VOI,PVR,MLM,Economy,86.08,14.27,100.35,USD,2025-05-01,2025-08-31,Y400
R10251,AXM,KUL,YIA,Business,404.1,65.39,469.49,USD,2025-05-01,2025-08-31,J974
R10069,AXM,KUL,HAN,Business,711.01,117.22,828.23,USD,2025-05-01,2025-08-31,J373
R10131,AXM,PLM,KUL,Business,267.19,45.91,313.1,USD,2025-05-01,2025-08-31,J599
R10300,AXM,LBJ,KUL,Economy,245.05,49.95,295.0,USD,2025-05-01,2025-08-31,Y743
R10777,VOI,TIJ,MEX,Business,757.85,88.26,846.11,USD,2025-05-01,2025-08-31,J870
R10326,AXM,SIN,BKI,Economy,163.86,22.2,186.06,USD,2025-05-01,2025-08-31,Y524
R11269,AXM,TRZ,KUL,Economy,256.5,54.0,310.5,USD,2025-09-01,2025-12-31,Y980
R10923,LNI,TIM,DJJ,Business,145.06,23.54,168.6,USD,2025-05-01,2025-08-31,J159
R10499,VOI,QRO,TIJ,Business,713.52,87.66,801.18,USD,2025-05-01,2025-08-31,J108
R10772,VOI,TIJ,CUL,Economy,148.96,24.23,173.19,USD,2025-05-01,2025-08-31,Y573
R10364,VOI,PDX,GDL,Economy,358.04,69.41,427.45,USD,2025-05-01,2025-08-31,Y639
R10495,VOI,MTY,MLM,Business,329.87,35.36,365.23,USD,2025-05-01,2025-08-31,J502
R11209,LNI,BTH,SUB,Business,357.96,52.14,410.1,USD,2025-05-01,2025-08-31,J783
R10338,AXM,KUL,BTJ,Economy,102.36,14.4,116.76,USD,2025-05-01,2025-08-31,Y321
R10421,VOI,GDL,TLC,Business,218.32,37.37,255.69,USD,2025-05-01,2025-08-31,J861
R10164,AXM,HKG,PEN,Economy,252.77,54.74,307.51,USD,2025-05-01,2025-08-31,Y376
R10028,AXM,CXR,KUL,Economy,122.0,18.47,140.47,USD,2025-05-01,2025-08-31,Y151
R10516,VOI,MEX,ORD,Economy,298.62,50.46,349.08,USD,2025-05-01,2025-08-31,Y676
R10193,AXM,SBW,KUL,Business,412.82,60.24,473.06,USD,2025-05-01,2025-08-31,J580
R10736,VOI,TIJ,LTO,Economy,142.02,21.18,163.2,USD,2025-05-01,2025-08-31,Y811
R10910,VOI,CUN,TGZ,Economy,105.7,13.51,119.21,USD,2025-05-01,2025-08-31,Y481
R10169,AXM,PEN,KUL,Business,167.05,22.92,189.97,USD,2025-05-01,2025-08-31,J724
R10986,LNI,BDJ,CGK,Economy,99.51,15.01,114.52,USD,2025-05-01,2025-08-31,Y507
R10652,VOI,CUN,TIJ,Economy,327.28,48.54,375.82,USD,2025-05-01,2025-08-31,Y577
R10173,AXM,LBU,KUL,Business,475.91,74.29,550.2,USD,2025-05-01,2025-08-31,J382
R10518,VOI,CLQ,TIJ,Economy,214.8,28.13,242.93,USD,2025-05-01,2025-08-31,Y526
R11055,LNI,PNK,BTH,Business,197.17,27.08,224.25,USD,2025-05-01,2025-08-31,J793
R10931,LNI,KNO,DPS,Business,458.78,54.56,513.34,USD,2025-05-01,2025-08-31,J425
R10491,VOI,MEX,TIJ,Business,787.91,133.33,921.24,USD,2025-05-01,2025-08-31,J263
R10073,AXM,KNO,KUL,Business,139.1,22.76,161.86,USD,2025-05-01,2025-08-31,J333
R11087,LNI,PLW,SUB,Business,242.5,35.3,277.8,USD,2025-05-01,2025-08-31,J568
R10587,VOI,OAX,GDL,Business,275.1,42.96,318.06,USD,2025-05-01,2025-08-31,J582
R10657,VOI,LAX,UPN,Business,766.81,102.07,868.88,USD,2025-05-01,2025-08-31,J676
R10234,AXM,PEN,SZX,Economy,272.95,43.79,316.74,USD,2025-05-01,2025-08-31,Y626
R10732,VOI,BJX,SJD,Economy,114.11,23.0,137.11,USD,2025-05-01,2025-08-31,Y980
R10214,AXM,PKU,KUL,Economy,51.21,9.46,60.67,USD,2025-05-01,2025-08-31,Y372
R10162,AXM,KUL,PDG,Economy,74.71,13.71,88.42,USD,2025-05-01,2025-08-31,Y948
R10132,AXM,CGK,KUL,Economy,114.35,18.71,133.06,USD,2025-05-01,2025-08-31,Y129
R10906,VOI,OAX,MID,Economy,114.17,15.41,129.58,USD,2025-05-01,2025-08-31,Y978
R11133,LNI,CGK,SUB,Business,200.8,20.88,221.68,USD,2025-05-01,2025-08-31,J932
R11067,LNI,CGK,BDJ,Business,249.31,44.83,294.14,USD,2025-05-01,2025-08-31,J365
R10185,AXM,CGK,PEN,Business,431.51,49.76,481.27,USD,2025-05-01,2025-08-31,J856
R10041,AXM,AOR,KUL,Business,171.34,18.14,189.48,USD,2025-05-01,2025-08-31,J318
R10692,VOI,MXL,GDL,Economy,189.99,39.92,229.91,USD,2025-05-01,2025-08-31,Y808
R10108,AXM,AMD,KUL,Economy,394.27,55.94,450.21,USD,2025-05-01,2025-08-31,Y923
R10996,LNI,SUB,PNK,Economy,94.19,15.25,109.44,USD,2025-05-01,2025-08-31,Y648
R10568,VOI,MEX,CUU,Economy,173.31,28.91,202.22,USD,2025-05-01,2025-08-31,Y297
R10754,VOI,UPN,TIJ,Economy,225.37,41.63,267.0,USD,2025-05-01,2025-08-31,Y145
R11100,LNI,SUB,LOP,Economy,47.11,9.78,56.89,USD,2025-05-01,2025-08-31,Y419
R11249,AAL,LHR,JFK,Economy,676.94,128.8,805.74,USD,2025-05-01,2025-08-31,Y859
R10483,VOI,CUN,NLU,Business,386.01,51.44,437.45,USD,2025-05-01,2025-08-31,J575
R10468,VOI,MLM,LAX,Economy,236.34,50.75,287.09,USD,2025-05-01,2025-08-31,Y631
R10024,AXM,KUL,BWN,Economy,145.74,27.64,173.38,USD,2025-05-01,2025-08-31,Y848
R11124,LNI,CGK,BTH,Economy,76.58,13.2,89.78,USD,2025-05-01,2025-08-31,Y306
R10912,VOI,CUU,DEN,Economy,139.42,27.94,167.36,USD,2025-05-01,2025-08-31,Y147
R11048,LNI,YIA,TRK,Economy,135.35,23.19,158.54,USD,2025-05-01,2025-08-31,Y985
R11098,LNI,YIA,BPN,Economy,105.6,18.28,123.88,USD,2025-05-01,2025-08-31,Y118
R10366,VOI,ACA,MEX,Economy,67.58,12.15,79.73,USD,2025-05-01,2025-08-31,Y257
R11004,LNI,BPN,BTH,Economy,137.53,18.24,155.77,USD,2025-05-01,2025-08-31,Y533
R11142,LNI,PKU,YIA,Economy,134.62,19.81,154.43,USD,2025-05-01,2025-08-31,Y494
R10383,VOI,OAK,ZCL,Business,759.9,133.52,893.42,USD,2025-05-01,2025-08-31,J327
R11239,AAL,DFW,SEA,Economy,374.31,81.64,455.95,USD,2025-05-01,2025-08-31,Y109
R10717,VOI,PVR,MEX,Business,252.43,35.59,288.02,USD,2025-05-01,2025-08-31,J205
R10454,VOI,EWR,GDL,Economy,343.86,75.14,419.0,USD,2025-05-01,2025-08-31,Y911
R10264,AXM,KUL,CAN,Economy,222.99,48.29,271.28,USD,2025-05-01,2025-08-31,Y439
R10886,VOI,CUL,MEX,Economy,142.6,29.01,171.61,USD,2025-05-01,2025-08-31,Y797
R10232,AXM,KUL,SZX,Economy,275.49,48.21,323.7,USD,2025-05-01,2025-08-31,Y565
R10444,VOI,TAP,GDL,Economy,157.01,27.66,184.67,USD,2025-05-01,2025-08-31,Y368
R10395,VOI,MEX,LAS,Business,754.25,93.6,847.85,USD,2025-05-01,2025-08-31,J148
R10867,VOI,VER,TIJ,Business,731.22,89.79,821.01,USD,2025-05-01,2025-08-31,J807
R10176,AXM,KUL,SDK,Economy,191.07,27.52,218.59,USD,2025-05-01,2025-08-31,Y587
R10018,AXM,KUL,SAI,Economy,165.91,36.49,202.4,USD,2025-05-01,2025-08-31,Y956
R11138,LNI,MDC,SUB,Economy,148.7,20.38,169.08,USD,2025-05-01,2025-08-31,Y466
R10823,VOI,TAP,MEX,Business,349.18,39.0,388.18,USD,2025-05-01,2025-08-31,J429
R11089,LNI,TJQ,CGK,Business,135.67,18.86,154.53,USD,2025-05-01,2025-08-31,J746
R10967,LNI,CGK,TKG,Business,103.69,14.35,118.04,USD,2025-05-01,2025-08-31,J984
R10595,VOI,MCO,GDL,Business,770.71,84.24,854.95,USD,2025-05-01,2025-08-31,J310
R10061,AXM,ATQ,KUL,Business,1111.15,114.66,1225.81,USD,2025-05-01,2025-08-31,J466
R10272,AXM,KUL,LGK,Economy,77.67,14.19,91.86,USD,2025-05-01,2025-08-31,Y877
R11220,DAL,JFK,LAX,Economy,548.16,78.8,626.96,USD,2025-05-01,2025-08-31,Y903
R10278,AXM,BTU,KCH,Economy,54.67,6.72,61.39,USD,2025-05-01,2025-08-31,Y432
R10987,LNI,BDJ,CGK,Business,281.58,48.32,329.9,USD,2025-05-01,2025-08-31,J371
R10694,VOI,MEX,LIM,Economy,506.19,95.39,601.58,USD,2025-05-01,2025-08-31,Y387
R10368,VOI,ZIH,GDL,Economy,74.94,15.76,90.7,USD,2025-05-01,2025-08-31,Y838
R11195,LNI,CGK,PGK,Business,170.9,27.08,197.98,USD,2025-05-01,2025-08-31,J231
R10036,AXM,BKI,PVG,Economy,259.26,37.87,297.13,USD,2025-05-01,2025-08-31,Y785
R10735,VOI,MEX,MZT,Business,314.32,35.9,350.22,USD,2025-05-01,2025-08-31,J507
R11047,LNI,YIA,PKU,Business,377.06,58.15,435.21,USD,2025-05-01,2025-08-31,J375
R11010,LNI,JED,CGK,Economy,545.87,90.51,636.38,USD,2025-05-01,2025-08-31,Y994
R10838,VOI,ZIH,TIJ,Economy,241.91,45.54,287.45,USD,2025-05-01,2025-08-31,Y149
R10984,LNI,UPG,CGK,Economy,111.97,13.72,125.69,USD,2025-05-01,2025-08-31,Y274
R10547,VOI,GDL,OAK,Business,671.14,92.84,763.98,USD,2025-05-01,2025-08-31,J306
R11037,LNI,CGK,BPN,Business,284.24,49.3,333.54,USD,2025-05-01,2025-08-31,J821
R10688,VOI,TIJ,CLQ,Economy,225.5,41.42,266.92,USD,2025-05-01,2025-08-31,Y819
R10738,VOI,CUN,OAX,Economy,132.22,20.84,153.06,USD,2025-05-01,2025-08-31,Y936
R10191,AXM,KUL,ATQ,Business,1008.41,157.1,1165.51,USD,2025-05-01,2025-08-31,J229
R10456,VOI,VSA,MEX,Economy,96.32,17.07,113.39,USD,2025-05-01,2025-08-31,Y578
R10393,VOI,MLM,SJC,Business,1069.33,153.88,1223.21,USD,2025-05-01,2025-08-31,J844
