flight_id,aircraftAge,aircraftType,airlineCode,airlineName,airlinePhone,arrivalAirportHelpline,arrivalDeviation,boardingStatus,delay,departureAirportHelpline,departureDeviation,destAirport,distance,duration,durationStr,flightNumber,flightUniqueId,isArrivalDelayed,isDepartureDelayed,nextDayCount,onTimeAccuracy,originAirport,providerStatus,status,statusMap,technicalStop,terminalInfo,timings
1994_2025-06-02,,,JT,Lion Airlines,'+62 8041778899,,,,0,,,"{""code"":{""S"":""KDI""},""cityName"":{""S"":""Kendari""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-4.0665998""},""name"":{""S"":""Wolter Monginsidi""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""122.4166""}}",,9300000,,1994,JT1994CGKKDI02062025,false,false,,,"{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",schedule,S,,,"{""departureTerminal"":{""S"":""D""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalGate"":{""NULL"":true},""arrivalTerminal"":{""S"":""MAIN""}}","{""initialScheduledDepTime"":{""NULL"":true},""scheduledArrTime"":{""N"":""1748847300000""},""actualArrTime"":{""NULL"":true},""actualDepTime"":{""NULL"":true},""scheduledDepTime"":{""N"":""1748843400000""},""estimatedDepTime"":{""NULL"":true},""estimatedArrTime"":{""NULL"":true}}"
1984_2025-06-02_SUB_UPG,,B739,JT,Lion Airlines,'+62 8041778899,'+62 411 550123,"{""deviatedTime"":{""S"":""20:55""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""10m Early""},""deviationTime"":{""N"":""1748868900000""},""deviatedDate"":{""S"":""Sat, 02 Jun""},""status"":{""S"":""Scheduled""}}",,,'+62 31 2986200,"{""deviationType"":{""S"":""OnTime""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""On time""},""status"":{""S"":""Scheduled""}}","{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",790,5700000,1h 35m,1984,JT1984SUBUPG02062025,,,0,100.00%,"{""code"":{""S"":""SUB""},""cityName"":{""S"":""Surabaya""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-7.21738""},""name"":{""S"":""Juanda""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""112.72016""}}",schedule,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""}}",,"{""departureTerminal"":{""S"":""T1""},""checkinCounter"":{""S"":""68-74""},""departureGate"":{""S"":""13""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""D""}}","{""scheduledArrivalDate"":{""S"":""Sat, 02 Jun""},""scheduledArrTime"":{""N"":""1748869500000""},""scheduledDepartureDate"":{""S"":""Sat, 02 Jun""},""scheduledDepTime"":{""N"":""1748863800000""},""scheduledDepartureTime"":{""S"":""18:30""},""scheduledArrivalTime"":{""S"":""21:05""},""estimatedArrTime"":{""N"":""1748868900000""}}"
971_2025-06-02_SUB_BTH,,B738,JT,Lion Airlines,'+62 21 63798000,,"{""deviatedTime"":{""S"":""09:01""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""9m Early""},""deviationTime"":{""N"":""1748829660000""},""deviatedDate"":{""S"":""Sat, 02 Jun""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Arrived""}}",,,'+62 31 2986700,"{""deviatedTime"":{""S"":""07:03""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""3m Delay""},""deviationTime"":{""N"":""1748822580000""},""deviatedDate"":{""S"":""Sat, 02 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""BTH""},""cityName"":{""S"":""Batam Centre""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""1.1247311554469""},""name"":{""S"":""Hang Nadim""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""104.111685682373""}}",1345,7800000,2h 10m,971,JT971SUBBTH02062025,,,0,86.67%,"{""code"":{""S"":""SUB""},""cityName"":{""S"":""Surabaya""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-7.21738""},""name"":{""S"":""Juanda""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""112.72016""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""T1""},""checkinCounter"":{""S"":""68,70,72-74""},""departureGate"":{""S"":""12""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""MAIN""}}","{""scheduledArrivalDate"":{""S"":""Sat, 02 Jun""},""scheduledArrTime"":{""N"":""1748830200000""},""actualArrTime"":{""N"":""1748829660000""},""scheduledDepartureDate"":{""S"":""Sat, 02 Jun""},""outGateTime"":{""N"":""1748820360000""},""actualDepTime"":{""N"":""1748822580000""},""scheduledDepTime"":{""N"":""1748822400000""},""estimatedDepTime"":{""N"":""1748822400000""},""scheduledDepartureTime"":{""S"":""07:00""},""scheduledArrivalTime"":{""S"":""09:10""},""estimatedArrTime"":{""N"":""1748829360000""}}"
1780_2025-06-01_UPG_MDC,,B739,JT,Lion Airlines,'+62 21 63798000,'+62 431 814320,"{""deviationType"":{""S"":""OnTime""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""On time""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Scheduled""}}",,,'+62 411 550123,"{""deviationType"":{""S"":""OnTime""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""On time""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Scheduled""}}","{""code"":{""S"":""MDC""},""cityName"":{""S"":""Manado""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""1.54355""},""name"":{""S"":""Samratulangi""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""124.92294""}}",943,6300000,1h 45m,1780,JT1780UPGMDC01062025,,,0,36.67%,"{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",schedule,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""D""},""checkinCounter"":{""S"":""22-31""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""T1""}}","{""scheduledDepartureTime"":{""S"":""16:40""},""scheduledArrivalDate"":{""S"":""Fri, 01 Jun""},""scheduledArrTime"":{""N"":""1748773500000""},""scheduledDepartureDate"":{""S"":""Fri, 01 Jun""},""scheduledArrivalTime"":{""S"":""18:25""},""scheduledDepTime"":{""N"":""1748767200000""}}"
871_2025-06-06_TTE_UPG,,B738,JT,Lion Airlines,'+62 8041778899,'+62 411 550123,"{""deviationType"":{""S"":""OnTime""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""On time""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Scheduled""}}",,,,"{""deviationType"":{""S"":""OnTime""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""On time""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Scheduled""}}","{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",1087,6600000,1h 50m,871,JT871TTEUPG06062025,,,0,,"{""code"":{""S"":""TTE""},""cityName"":{""S"":""Ternate""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""0.78""},""name"":{""S"":""Babullah""},""timeZone"":{""S"":""Asia/Jayapura""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""127.37""}}",schedule,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""MAIN""},""checkinCounter"":{""S"":""""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""D""}}","{""scheduledDepartureTime"":{""S"":""06:00""},""scheduledArrivalDate"":{""S"":""Wed, 07 Jun""},""scheduledArrTime"":{""N"":""1749250200000""},""scheduledDepartureDate"":{""S"":""Wed, 07 Jun""},""scheduledArrivalTime"":{""S"":""06:50""},""scheduledDepTime"":{""N"":""1749243600000""}}"
983_2025-06-03_PKU_SUB,,B739,JT,Lion Airlines,'+62 21 63798000,'+62 31 2986700,"{""deviatedTime"":{""S"":""20:27""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""47m Delay""},""deviationTime"":{""N"":""1748957220000""},""deviatedDate"":{""S"":""Sun, 03 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Arrived""}}",,,'+62 761 674694,"{""deviatedTime"":{""S"":""18:14""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""1h 4m Delay""},""deviationTime"":{""N"":""1748949240000""},""deviatedDate"":{""S"":""Sun, 03 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""SUB""},""cityName"":{""S"":""Surabaya""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-7.21738""},""name"":{""S"":""Juanda""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""112.72016""}}",1539,9000000,2h 30m,983,JT983PKUSUB03062025,,,0,40.00%,"{""code"":{""S"":""PKU""},""cityName"":{""S"":""Pekanbaru""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""0.46416""},""name"":{""S"":""Simpang Tiga""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""101.43827""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""T1""},""checkinCounter"":{""S"":""""},""departureGate"":{""S"":""""},""baggage"":{""S"":""B3""},""arrivalTerminal"":{""S"":""T1""}}","{""scheduledArrivalDate"":{""S"":""Sun, 03 Jun""},""scheduledArrTime"":{""N"":""1748954400000""},""actualArrTime"":{""N"":""1748957220000""},""scheduledDepartureDate"":{""S"":""Sun, 03 Jun""},""actualDepTime"":{""N"":""1748949240000""},""scheduledDepTime"":{""N"":""1748945400000""},""estimatedDepTime"":{""N"":""1748945400000""},""scheduledDepartureTime"":{""S"":""17:10""},""scheduledArrivalTime"":{""S"":""19:40""},""estimatedArrTime"":{""N"":""1748957130000""}}"
1707_2025-06-01_KDI_UPG,,B739,JT,Lion Airlines,'+62 8041778899,'+62 411 550123,"{""deviatedTime"":{""S"":""07:54""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""6m Early""},""deviationTime"":{""N"":""1748822040000""},""deviatedDate"":{""S"":""Sat, 02 Jun""},""status"":{""S"":""Scheduled""}}",,,,"{""deviationType"":{""S"":""OnTime""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""On time""},""status"":{""S"":""Scheduled""}}","{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",335,3600000,"""1h """,1707,JT1707KDIUPG01062025,,,0,85.71%,"{""code"":{""S"":""KDI""},""cityName"":{""S"":""Kendari""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-4.0665998""},""name"":{""S"":""Wolter Monginsidi""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""122.4166""}}",schedule,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""}}",,"{""departureTerminal"":{""S"":""MAIN""},""checkinCounter"":{""S"":""""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""D""}}","{""scheduledArrivalDate"":{""S"":""Sat, 02 Jun""},""scheduledArrTime"":{""N"":""1748822400000""},""scheduledDepartureDate"":{""S"":""Sat, 02 Jun""},""scheduledDepTime"":{""N"":""1748818800000""},""scheduledDepartureTime"":{""S"":""07:00""},""scheduledArrivalTime"":{""S"":""08:00""},""estimatedArrTime"":{""N"":""1748822040000""}}"
292_2025-06-05_CGK_PKU,,B739,JT,Lion Airlines,'+62 21 63798000,'+62 761 674694,"{""deviatedTime"":{""S"":""07:02""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""8m Early""},""deviationTime"":{""N"":""1749168120000""},""deviatedDate"":{""S"":""Sat, 8 Nov""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Arrived""}}",,,'+62 21 5505179,"{""deviatedTime"":{""S"":""05:42""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""12m Delay""},""deviationTime"":{""N"":""1749163320000""},""deviatedDate"":{""S"":""Sat, 8 Nov""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""PKU""},""cityName"":{""S"":""Pekanbaru""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""0.46416""},""name"":{""S"":""Simpang Tiga""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""101.43827""}}",930,6000000,1h 40m,292,JT292CGKPKU05062025,,,0,96.67%,"{""code"":{""S"":""CGK""},""cityName"":{""S"":""Jakarta""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-6.1251602""},""name"":{""S"":""Soekarno Hatta Intl""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""106.65777""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""T1A""},""checkinCounter"":{""S"":""A11-A23""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""T1""}}","{""scheduledArrivalDate"":{""S"":""Sat, 8 Nov""},""scheduledArrTime"":{""N"":""1749168600000""},""actualArrTime"":{""N"":""1749168120000""},""scheduledDepartureDate"":{""S"":""Sat, 8 Nov""},""actualDepTime"":{""N"":""1749163320000""},""scheduledDepTime"":{""N"":""1749162600000""},""estimatedDepTime"":{""N"":""1749162600000""},""scheduledDepartureTime"":{""S"":""05:30""},""scheduledArrivalTime"":{""S"":""07:10""},""estimatedArrTime"":{""N"":""1749168060000""}}"
664_2025-06-01_YIA_UPG,,B739,JT,Lion Airlines,'+62 21 63798000,'+62 411 550123,"{""deviatedTime"":{""S"":""23:29""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""34m Delay""},""deviationTime"":{""N"":""1748791740000""},""deviatedDate"":{""S"":""Fri, 01 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Arrived""}}",,,,"{""deviatedTime"":{""S"":""20:54""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""54m Delay""},""deviationTime"":{""N"":""1748786040000""},""deviatedDate"":{""S"":""Fri, 01 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",1097,6900000,1h 55m,664,JT664YIAUPG01062025,,,0,63.33%,"{""code"":{""S"":""YIA""},""cityName"":{""S"":""Yogyakarta""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-7.907459""},""name"":{""S"":""Yogyakarta International Airport""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""110.05448""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""T1""},""checkinCounter"":{""S"":""C11-C16""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""D""}}","{""scheduledArrivalDate"":{""S"":""Fri, 01 Jun""},""scheduledArrTime"":{""N"":""1748789700000""},""actualArrTime"":{""N"":""1748791740000""},""scheduledDepartureDate"":{""S"":""Fri, 01 Jun""},""actualDepTime"":{""N"":""1748786040000""},""scheduledDepTime"":{""N"":""1748782800000""},""estimatedDepTime"":{""N"":""1748782800000""},""scheduledDepartureTime"":{""S"":""20:00""},""scheduledArrivalTime"":{""S"":""22:55""},""estimatedArrTime"":{""N"":""1748791920000""}}"
566_2025-06-05_YIA_DPS,,B739,JT,Lion Airlines,'+62 21 63798000,'+62 361 9351 011,"{""deviatedTime"":{""S"":""00:48""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""4h 3m Delay""},""deviationTime"":{""N"":""1749142080000""},""deviatedDate"":{""S"":""Wed, 06 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Arrived""}}",,,,"{""deviatedTime"":{""S"":""22:46""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""4h 26m Delay""},""deviationTime"":{""N"":""1749138360000""},""deviatedDate"":{""S"":""Tue, 05 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""DPS""},""cityName"":{""S"":""Bali""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-8.74827""},""name"":{""S"":""Ngurah Rai""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""115.165""}}",571,5100000,1h 25m,566,JT566YIADPS05062025,,,1,50.00%,"{""code"":{""S"":""YIA""},""cityName"":{""S"":""Yogyakarta""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-7.907459""},""name"":{""S"":""Yogyakarta International Airport""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""110.05448""}}",arrival,,"{""colorCode"":{""S"":""#DC3532""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""CRITICAL""}}",,"{""departureTerminal"":{""S"":""T1""},""checkinCounter"":{""S"":""C11-C16""},""departureGate"":{""S"":""""},""baggage"":{""S"":""D5""},""arrivalTerminal"":{""S"":""D""}}","{""scheduledArrivalDate"":{""S"":""Tue, 05 Jun""},""scheduledArrTime"":{""N"":""1749127500000""},""actualArrTime"":{""N"":""1749142080000""},""scheduledDepartureDate"":{""S"":""Tue, 05 Jun""},""actualDepTime"":{""N"":""1749138360000""},""scheduledDepTime"":{""N"":""1749122400000""},""estimatedDepTime"":{""N"":""1749135000000""},""scheduledDepartureTime"":{""S"":""18:20""},""scheduledArrivalTime"":{""S"":""20:45""},""estimatedArrTime"":{""N"":""1749142260000""}}"
641_2025-06-05_UPG_YIA,,B739,JT,Lion Airlines,'+62 21 63798000,,"{""deviatedTime"":{""S"":""09:59""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""24m Delay""},""deviationTime"":{""N"":""1749092340000""},""deviatedDate"":{""S"":""Tue, 05 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Arrived""}}",,,'+62 411 550123,"{""deviatedTime"":{""S"":""09:21""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""41m Delay""},""deviationTime"":{""N"":""1749086460000""},""deviatedDate"":{""S"":""Tue, 05 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""YIA""},""cityName"":{""S"":""Yogyakarta""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-7.907459""},""name"":{""S"":""Yogyakarta International Airport""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""110.05448""}}",1097,6900000,1h 55m,641,JT641UPGYIA05062025,,,0,53.33%,"{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""D""},""checkinCounter"":{""S"":""22-31""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""T1""}}","{""scheduledArrivalDate"":{""S"":""Tue, 05 Jun""},""scheduledArrTime"":{""N"":""1749090900000""},""actualArrTime"":{""N"":""1749092340000""},""scheduledDepartureDate"":{""S"":""Tue, 05 Jun""},""actualDepTime"":{""N"":""1749086460000""},""scheduledDepTime"":{""N"":""1749084000000""},""estimatedDepTime"":{""N"":""1749084000000""},""scheduledDepartureTime"":{""S"":""08:40""},""scheduledArrivalTime"":{""S"":""09:35""},""estimatedArrTime"":{""N"":""1749092040000""}}"
638_2025-06-01,,,JT,Lion Airlines,'+62 8041778899,,,,0,,,"{""code"":{""S"":""BKS""},""cityName"":{""S"":""Bengkulu""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-3.8647201""},""name"":{""S"":""Padangkemiling""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""102.338""}}",,3180000,,638,JT638CGKBKS01062025,false,false,,,"{""code"":{""S"":""CGK""},""cityName"":{""S"":""Jakarta""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-6.1251602""},""name"":{""S"":""Soekarno Hatta Intl""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""106.65777""}}",arrival,S,,,"{""departureTerminal"":{""S"":""T1A""},""departureGate"":{""S"":""A3""},""baggage"":{""S"":""""},""arrivalGate"":{""NULL"":true},""arrivalTerminal"":{""S"":""MAIN""}}","{""initialScheduledDepTime"":{""NULL"":true},""scheduledArrTime"":{""N"":""1748760900000""},""actualArrTime"":{""N"":""1748760000000""},""actualDepTime"":{""N"":""1748756880000""},""scheduledDepTime"":{""N"":""1748756400000""},""estimatedDepTime"":{""NULL"":true},""estimatedArrTime"":{""N"":""1748760060000""}}"
